id,title,date,thumbnail,views,likes,dislikes,comments
xYF6W6KMyXA,Inside an Apollo Lunar Lander Tiny House | Unique Spaces | Architectural Digest,2020-04-07T16:02:11.000Z,https://i.ytimg.com/vi/xYF6W6KMyXA/default.jpg,57733,2425,56,138
hGkVxIyKnEA,"Inside a $40.5M Estate With a ""Batcave"" Garage | On The Market | Architectural Digest",2020-03-27T16:00:02.000Z,https://i.ytimg.com/vi/hGkVxIyKnEA/default.jpg,4823602,85741,3501,8498
KXT2O92Ywfg,Inside a Musician's House With a Huge Built-In Amp | Unique Spaces | Architectural Digest,2020-03-25T16:00:03.000Z,https://i.ytimg.com/vi/KXT2O92Ywfg/default.jpg,192712,4328,121,286
rHyIOIstYRA,Inside Dita Von Teese's Taxidermy-Filled Home | Open Door | Architectural Digest,2020-03-23T16:00:02.000Z,https://i.ytimg.com/vi/rHyIOIstYRA/default.jpg,1432065,52472,2045,3905
pJesOpxgA3s,Inside a $54M Mansion With a Private Indoor Ice Rink | On The Market | Architectural Digest,2020-03-20T16:00:01.000Z,https://i.ytimg.com/vi/pJesOpxgA3s/default.jpg,596922,9835,560,952
AwhBTrzzqeg,Inside Dakota Johnson's Serene Hollywood Home | Open Door | Architectural Digest,2020-03-11T16:00:01.000Z,https://i.ytimg.com/vi/AwhBTrzzqeg/default.jpg,7391793,203770,3539,7445
yeYCw3KCzSk,Inside a $55M Mansion With a Helicopter Hangar | On The Market | Architectural Digest,2020-02-28T17:00:06.000Z,https://i.ytimg.com/vi/yeYCw3KCzSk/default.jpg,622005,9651,417,1107
oBWFOnN3uBM,Inside a $50M Bel Air Mansion With a Vintage Bowling Alley | On The Market | Architectural Digest,2020-02-26T17:00:03.000Z,https://i.ytimg.com/vi/oBWFOnN3uBM/default.jpg,476660,10406,464,1003
vDD1lhHkGxk,Inside Jesse Tyler Ferguson's Elegant NYC Apartment | Open Door | Architectural Digest,2020-02-18T17:00:01.000Z,https://i.ytimg.com/vi/vDD1lhHkGxk/default.jpg,766966,12819,490,790
xmYsP_N8BIo,Inside A Grain Silo Transformed Into An Urban Oasis | Unique Spaces | Architectural Digest,2020-02-14T17:00:02.000Z,https://i.ytimg.com/vi/xmYsP_N8BIo/default.jpg,315285,7900,108,231
D-qQneOnJl0,Inside Aaron Paul’s Rustic Riverside Home In Idaho | Open Door | Architectural Digest,2020-02-11T20:00:05.000Z,https://i.ytimg.com/vi/D-qQneOnJl0/default.jpg,7818165,139329,2218,12211
LJaicOI7mwg,"Kim and Kanye Quiz Each Other On Home Design, Family, and Life | Architectural Digest",2020-02-03T13:00:01.000Z,https://i.ytimg.com/vi/LJaicOI7mwg/default.jpg,6846819,198545,5958,10710
0deGHRj8CR8,Inside a $6M Mansion With A Mountain In The Backyard | On The Market | Architectural Digest,2020-01-31T17:10:00.000Z,https://i.ytimg.com/vi/0deGHRj8CR8/default.jpg,458199,7661,318,841
uONJXXw1kyo,Inside a $23M Hollywood Mansion with a Built-In Shark Tank | On the Market | Architectural Digest,2020-01-28T17:00:08.000Z,https://i.ytimg.com/vi/uONJXXw1kyo/default.jpg,528030,8628,776,805
ieM3GuymwUE,Inside Shay Mitchell's Mediterranean-Inspired Home | Open Door | Architectural Digest,2020-01-27T17:00:01.000Z,https://i.ytimg.com/vi/ieM3GuymwUE/default.jpg,5518119,120210,1427,3859
2oyNCm_OoSM,Queer Eye's Bobby Berk Reviews Every Renovation From The Show | Architectural Digest,2020-01-23T17:00:08.000Z,https://i.ytimg.com/vi/2oyNCm_OoSM/default.jpg,188610,3986,105,143
sQTGkLW6fwg,On Riverdale's Set With Madelaine Petsch | Open Door | Architectural Digest,2020-01-22T17:00:06.000Z,https://i.ytimg.com/vi/sQTGkLW6fwg/default.jpg,1731325,58804,513,862
YQC7OtyHhxU,Inside Tan France’s Handsomely Designed Home | Open Door | Architectural Digest,2019-12-30T17:00:02.000Z,https://i.ytimg.com/vi/YQC7OtyHhxU/default.jpg,2259048,49693,1189,2157
jMPF1amMB2M,Inside a $38M Beverly Hills Mansion With a 150M Year-Old Dinosaur Fossil | On The Market,2019-12-26T17:00:03.000Z,https://i.ytimg.com/vi/jMPF1amMB2M/default.jpg,6342383,94558,2997,11946
hJaXjItxL6w,Inside Nyjah Huston's Laguna Beach Mansion and Private Skatepark | Open Door | Architectural Digest,2019-12-23T17:00:12.000Z,https://i.ytimg.com/vi/hJaXjItxL6w/default.jpg,3730867,55713,1493,2544
-V3DHyTG9uU,Inside a $30M Park Avenue Penthouse With A Rooftop Pool | On The Market | Architectural Digest,2019-12-18T17:00:07.000Z,https://i.ytimg.com/vi/-V3DHyTG9uU/default.jpg,694669,9479,514,833
yKn3Ur6_w3c,Inside Chelsea Handler's Lively Home With An Outdoor Pizza Oven | Open Door,2019-12-16T17:00:10.000Z,https://i.ytimg.com/vi/yKn3Ur6_w3c/default.jpg,2079792,31056,1482,2535
BDA6rPA0Fcs,Inside Neil Patrick Harris's Captivating Brownstone Home | Open Door,2019-12-11T17:00:05.000Z,https://i.ytimg.com/vi/BDA6rPA0Fcs/default.jpg,1902150,28350,1174,1566
COddpjZ0W-s,Inside a $9.5M Hudson River Home With A Lofted Playhouse | On The Market,2019-12-10T17:00:03.000Z,https://i.ytimg.com/vi/COddpjZ0W-s/default.jpg,353664,4403,938,785
28gPDPby3Po,Inside a Sand Dune Converted Into an Oceanfront Home | Unique Spaces | Architectural Digest,2019-11-27T17:00:05.000Z,https://i.ytimg.com/vi/28gPDPby3Po/default.jpg,379225,6452,197,364
3aZT951ATYQ,Inside a $25M TriBeCa Penthouse With 360° Views | On The Market | Architectural Digest,2019-11-26T17:25:06.000Z,https://i.ytimg.com/vi/3aZT951ATYQ/default.jpg,678970,11562,306,993
jwfI8BlFwMw,Inside 'Try Guys' Ned Fulmer's Custom California Home | Open Door | Architectural Digest,2019-11-22T17:01:11.000Z,https://i.ytimg.com/vi/jwfI8BlFwMw/default.jpg,2821143,83356,1224,3373
iG8Rc83iSy4,Inside a $35M Hollywood Mansion With a 2 Level Glass-Bottomed Pool | On The Market,2019-11-21T17:36:59.000Z,https://i.ytimg.com/vi/iG8Rc83iSy4/default.jpg,2780108,46267,1679,3313
Atfcn2yCVsA,Architects Cut Through Roof To Convert Carriage House Into Sunbathed Home,2019-11-20T17:00:13.000Z,https://i.ytimg.com/vi/Atfcn2yCVsA/default.jpg,329635,8582,134,202
O-b3eAo0Yv4,Designer Details The Conversion of a West Village Apartment With a Floating Mezzanine,2019-11-19T18:00:02.000Z,https://i.ytimg.com/vi/O-b3eAo0Yv4/default.jpg,363276,8843,196,297
dS3njIz_Qzs,Inside David Harbour’s Custom-Renovated New York Loft | Open Door | Architectural Digest,2019-11-14T17:00:13.000Z,https://i.ytimg.com/vi/dS3njIz_Qzs/default.jpg,3523966,86230,1374,4805
VKXGKZl66Fo,Inside a $18.5M Miami Beach Party House | On The Market,2019-11-13T17:00:07.000Z,https://i.ytimg.com/vi/VKXGKZl66Fo/default.jpg,587813,8822,354,544
zgacuXdzCmw,Inside Tyler Perry’s 300-Acre Studio Compound in Atlanta | Open Door | Architectural Digest,2019-11-07T17:00:05.000Z,https://i.ytimg.com/vi/zgacuXdzCmw/default.jpg,3934348,107065,1509,8002
k58GhBzPJz4,Inside a $5.5M Floating Mansion in Miami | On The Market | Architectural Digest,2019-11-04T17:00:09.000Z,https://i.ytimg.com/vi/k58GhBzPJz4/default.jpg,4363064,60649,1567,5333
VxvfhuxOE1I,Inside Sheryl Crow's Country Home With A Recording Studio in a Barn | Open Door,2019-10-28T16:05:42.000Z,https://i.ytimg.com/vi/VxvfhuxOE1I/default.jpg,961647,9887,530,1137
7pEeYUdlq6U,Inside a $11.95M 70-Acre Estate With Its Own Greek Amphitheater | On the Market,2019-10-24T16:00:01.000Z,https://i.ytimg.com/vi/7pEeYUdlq6U/default.jpg,877256,16203,423,964
gH1HEihmgL4,Amateurs & Experts Guess How Much an LA Mansion On Sunset Blvd Costs | Architectural Digest,2019-10-18T16:00:06.000Z,https://i.ytimg.com/vi/gH1HEihmgL4/default.jpg,137496,2225,104,174
uZDNGVmHxn4,Inside NBA Star JJ Redick's Brooklyn Warehouse Apartment | Open Door | Architectural Digest,2019-10-16T16:00:13.000Z,https://i.ytimg.com/vi/uZDNGVmHxn4/default.jpg,2665451,38935,1310,2588
FvNpU_9yiVg,Inside an $18.5M Las Vegas Estate with a 21 Foot Waterfall | On the Market | Architectural Digest,2019-10-14T16:00:02.000Z,https://i.ytimg.com/vi/FvNpU_9yiVg/default.jpg,607535,9817,391,832
FIDsKWis3jo,Inside Nicole Scherzinger's LA House with a Cozy Home Theater | Open Door | Architectural Digest,2019-10-11T19:05:27.000Z,https://i.ytimg.com/vi/FIDsKWis3jo/default.jpg,9726726,146631,3502,8640
u0N3dhH9yik,Inside a $9.75M NYC Townhouse with a Prohibition Era Tunnel | On the Market | Architectural Digest,2019-10-09T16:07:28.000Z,https://i.ytimg.com/vi/u0N3dhH9yik/default.jpg,317960,4444,518,765
nQEOK8I-Czc,Inside a $195 Million Bel Air Estate With Secret Tunnels | On the Market | Architectural Digest,2019-10-04T19:30:02.000Z,https://i.ytimg.com/vi/nQEOK8I-Czc/default.jpg,8040351,95768,3693,14429
QMCR45FyfzU,Inside Nikolaj Coster-Waldau's Hidden Los Angeles Home | Open Door | Architectural Digest,2019-10-01T17:00:00.000Z,https://i.ytimg.com/vi/QMCR45FyfzU/default.jpg,2793220,48062,710,3425
l0Lux9vW8ZM,Inside a $6M Las Vegas Home with a Floating Patio | On the Market | Architectural Digest,2019-09-27T16:00:03.000Z,https://i.ytimg.com/vi/l0Lux9vW8ZM/default.jpg,2726881,40049,815,2623
SjEQw1v36TM,Amateurs & Experts Guess How Much an LA House with an Ocean View Costs | Architectural Digest,2019-09-26T16:00:11.000Z,https://i.ytimg.com/vi/SjEQw1v36TM/default.jpg,204932,3826,163,319
40C3C46QLfM,Living in a Water Tower Converted into 3 Story Luxury Home | Unique Spaces | Architectural Digest,2019-09-25T16:00:08.000Z,https://i.ytimg.com/vi/40C3C46QLfM/default.jpg,1424720,22752,624,1175
_JZxFm4MXMI,Inside Scott Disick's Home with an Amazing Car Collection | Open Door | Architectural Digest,2019-09-24T16:00:08.000Z,https://i.ytimg.com/vi/_JZxFm4MXMI/default.jpg,8774487,118436,4854,8271
tbI7rCDTiQg,Inside Kourtney Kardashian's Kids' Playhouse | Open Door | Architectural Digest,2019-09-19T16:00:01.000Z,https://i.ytimg.com/vi/tbI7rCDTiQg/default.jpg,2731093,32984,3066,2515
4sGlzEAuf44,Inside a $22.5M NYC Apartment with an Indoor Wave Pool | On the Market | Architectural Digest,2019-09-18T16:00:05.000Z,https://i.ytimg.com/vi/4sGlzEAuf44/default.jpg,988339,15871,802,1375
7ETtE0rzgOs,Inside a $13M Island Mansion with a Helicopter Landing Pad | On the Market | Architectural Digest,2019-09-11T16:00:14.000Z,https://i.ytimg.com/vi/7ETtE0rzgOs/default.jpg,1322930,16557,1227,1945
cdzLakI1nYA,"Inside 16 Celebrity Bathrooms (Jessica Alba, David Dobrik & More) | Open Door | Architectural Digest",2019-09-09T16:00:05.000Z,https://i.ytimg.com/vi/cdzLakI1nYA/default.jpg,536219,8238,121,260
e4sNfERt41o,"Architect Breaks Down 6 Luxury Apartments from Billions, Gossip Girl & More | Architectural Digest",2019-09-05T16:00:08.000Z,https://i.ytimg.com/vi/e4sNfERt41o/default.jpg,828386,18638,226,483
fX2mth3ERR0,Inside a $75M Lake Tahoe Mansion with a Hillside Tram | On the Market | Architectural Digest,2019-09-04T16:00:13.000Z,https://i.ytimg.com/vi/fX2mth3ERR0/default.jpg,9195639,111579,4559,11113
7Z76MiQv0zg,Inside Liv Tyler's Gut-Renovated NYC Brownstone | Open Door | Architectural Digest,2019-08-27T16:00:06.000Z,https://i.ytimg.com/vi/7Z76MiQv0zg/default.jpg,4723922,81454,1546,6192
iRqKQi8AvWY,Inside a $29M NYC Townhouse with a $10K Toilet | On the Market | Architectural Digest,2019-08-22T16:00:05.000Z,https://i.ytimg.com/vi/iRqKQi8AvWY/default.jpg,416326,6013,384,630
FJoNWPzSF6w,Inside Margot Robbie's Los Angeles Office Space | Open Door | Architectural Digest,2019-08-09T16:00:02.000Z,https://i.ytimg.com/vi/FJoNWPzSF6w/default.jpg,1666640,24224,567,1016
8KYSiCbTLcY,Inside a $20M Hamptons Home with a Massive Finished Barn | On the Market | Architectural Digest,2019-08-06T16:00:03.000Z,https://i.ytimg.com/vi/8KYSiCbTLcY/default.jpg,1090420,13013,470,1081
jAth0IKzfTM,Inside Cara and Poppy Delevingne's Jungle-Themed Home | Open Door | Architectural Digest,2019-08-05T16:00:11.000Z,https://i.ytimg.com/vi/jAth0IKzfTM/default.jpg,5772106,107792,3608,4183
rHy7TOckuXs,Inside a $35M Malibu Home with 2 Private Beaches | On the Market | Architectural Digest,2019-07-25T16:25:01.000Z,https://i.ytimg.com/vi/rHy7TOckuXs/default.jpg,962931,13856,946,1694
JQCctBOgH9I,Amateurs & Experts Guess How Much a NYC Condo With a Private Terrace Costs | Architectural Digest,2019-07-22T16:00:01.000Z,https://i.ytimg.com/vi/JQCctBOgH9I/default.jpg,750817,12661,537,1210
68Ttf6NQxsY,"Architect Breaks Down 5 TV Houses from Mad Men, That '70s Show & More | Architectural Digest",2019-07-18T19:30:01.000Z,https://i.ytimg.com/vi/68Ttf6NQxsY/default.jpg,573946,16871,186,634
xtHsnip3UcY,Inside a $40M Hamptons Home with an Indoor Rock Climbing Wall | On the Market | Architectural Digest,2019-07-09T16:00:00.000Z,https://i.ytimg.com/vi/xtHsnip3UcY/default.jpg,6316387,71810,3744,9081
Pt_5Faa_J-U,Inside Maria Sharapova's House with a Basement Bowling Alley | Open Door | Architectural Digest,2019-06-27T12:00:33.000Z,https://i.ytimg.com/vi/Pt_5Faa_J-U/default.jpg,5336417,72211,2840,5654
0_BEwbnmRZ4,Inside Mark Ronson's Spanish-Style LA House | Open Door | Architectural Digest,2019-07-01T16:00:08.000Z,https://i.ytimg.com/vi/0_BEwbnmRZ4/default.jpg,1580450,30708,726,1856
VyEf4EBXe8o,Inside David Dobrik's $2.5M Los Angeles Home | Open Door | Architectural Digest,2019-06-24T14:00:37.000Z,https://i.ytimg.com/vi/VyEf4EBXe8o/default.jpg,18725240,479615,14741,19830
fiTLN-K2Xho,Inside an $85M NYC Penthouse That Comes With 2 Tickets to Space | On The Market,2019-06-21T18:32:40.000Z,https://i.ytimg.com/vi/fiTLN-K2Xho/default.jpg,1813688,25801,2941,2561
U9OMDu9okCI,Amateur to Real Estate Agent: Guessing How Much a Luxury NYC Condo Costs,2019-06-19T16:00:08.000Z,https://i.ytimg.com/vi/U9OMDu9okCI/default.jpg,661675,14298,402,1101
_Zr3ObadDnI,Inside John Stamos's $5.8M Beverly Hills House | Open Door | Architectural Digest,2019-06-12T14:46:59.000Z,https://i.ytimg.com/vi/_Zr3ObadDnI/default.jpg,6121035,68345,2138,4051
ZR4bfNJOSA4,Inside a $10M NYC Penthouse with a Tropical Garden | On the Market | Architectural Digest,2019-06-06T16:00:04.000Z,https://i.ytimg.com/vi/ZR4bfNJOSA4/default.jpg,1148396,25081,713,1426
t87mgS8HUKQ,Inside a Famous $23M Mayan-Revival Frank Lloyd Wright Mansion | On the Market | Architectural Digest,2019-05-30T16:30:02.000Z,https://i.ytimg.com/vi/t87mgS8HUKQ/default.jpg,1209098,16033,1000,2043
l2mtebeR3rA,Inside Jessica Alba's $10M Los Angeles Home | Open Door | Architectural Digest,2019-05-23T12:00:02.000Z,https://i.ytimg.com/vi/l2mtebeR3rA/default.jpg,25069636,294194,8742,16035
WbxcyzMmzQ4,Inside a $32 Million Upside Down House with 130 Ancient Oak Trees | Architectural Digest,2019-05-16T16:00:04.000Z,https://i.ytimg.com/vi/WbxcyzMmzQ4/default.jpg,2300209,37078,889,2229
vSDuhwIhlyo,Inside a $22.5M NYC Sky Mansion | On the Market | Architectural Digest,2019-04-29T16:00:05.000Z,https://i.ytimg.com/vi/vSDuhwIhlyo/default.jpg,1036963,11904,853,951
8t5Z-pVjYAE,Inside an $88M Bel Air Mansion with a Hidden Car Elevator | On the Market | Architectural Digest,2019-04-18T19:30:02.000Z,https://i.ytimg.com/vi/8t5Z-pVjYAE/default.jpg,16149263,253781,8283,30744
FlsKjWqu82k,Inside Lenny Kravitz's Brazilian Farm Compound | Open Door | Architectural Digest,2019-04-17T19:30:02.000Z,https://i.ytimg.com/vi/FlsKjWqu82k/default.jpg,6298574,140908,2153,10415
wT6WSR-yXp4,Inside a $25M NYC Penthouse with a Private Yoga Studio | On the Market | Architectural Digest,2019-03-27T16:00:06.000Z,https://i.ytimg.com/vi/wT6WSR-yXp4/default.jpg,933030,9735,780,870
hLGOo6VZ3EU,Mattress Expert Guesses Cheap vs Expensive Mattresses | Architectural Digest,2019-03-21T16:00:03.000Z,https://i.ytimg.com/vi/hLGOo6VZ3EU/default.jpg,160727,1914,179,261
RDn0K9UzCpc,Inside Kerry Washington's NYC Apartment on the Hudson River | Open Door | Architectural Digest,2019-03-14T16:00:00.000Z,https://i.ytimg.com/vi/RDn0K9UzCpc/default.jpg,3210986,48877,1512,3575
p1hfiauyx60,Inside a $12M Penthouse On NYC's Upper West Side | On the Market | Architectural Digest,2019-03-12T16:00:06.000Z,https://i.ytimg.com/vi/p1hfiauyx60/default.jpg,884339,9300,976,860
A85ftbv3jrg,Inside a $67M NYC Mansion with an Entire Spa Floor | On the Market | Architectural Digest,2019-02-20T17:00:05.000Z,https://i.ytimg.com/vi/A85ftbv3jrg/default.jpg,5148378,72197,2448,6472
xlNC8Q62imU,Inside Maggie Gyllenhaal and Peter Sarsgaard's Brooklyn Home | Open Door | Architectural Digest,2019-02-12T20:00:03.000Z,https://i.ytimg.com/vi/xlNC8Q62imU/default.jpg,3088216,31587,1471,3858
UOhskKdvhrI,Inside Kris Jenner's Hidden Hills Home  | Open Door | Architectural Digest,2019-02-06T17:15:02.000Z,https://i.ytimg.com/vi/UOhskKdvhrI/default.jpg,8657070,93449,4733,4948
fjLdTdCSJi4,Kylie Jenner Talks About Her New Home with Kris | Architectural Digest,2019-02-05T17:00:06.000Z,https://i.ytimg.com/vi/fjLdTdCSJi4/default.jpg,4702973,79918,6388,4440
AOu11Xr1bn8,Inside a Massive $21M NYC Townhouse | On the Market | Architectural Digest,2019-01-30T17:00:04.000Z,https://i.ytimg.com/vi/AOu11Xr1bn8/default.jpg,6290644,109138,4061,9124
iY1UnR7z7P0,Inside Lance Armstrong's Aspen Home | Open Door | Architectural Digest,2019-01-15T17:00:02.000Z,https://i.ytimg.com/vi/iY1UnR7z7P0/default.jpg,1306676,12171,3415,2370
AzatUAZWn0Q,Inside Shonda Rhimes' 1920s Style Home Study | Open Door | Architectural Digest,2019-01-11T17:00:04.000Z,https://i.ytimg.com/vi/AzatUAZWn0Q/default.jpg,397036,6533,257,275
4Fj3kohCzik,Inside Drag Queen Alyssa Edwards' Home | Open Door | Architectural Digest,2018-12-24T17:05:34.000Z,https://i.ytimg.com/vi/4Fj3kohCzik/default.jpg,2681524,68795,1485,1999
7R2RyqU4hjI,Inside Dominic West's Castle Home | Open Door | Architectural Digest,2018-12-20T18:00:27.000Z,https://i.ytimg.com/vi/7R2RyqU4hjI/default.jpg,2628175,39816,821,3304
SrlAlMsdr3g,Inside Jensen and Danneel Ackles' Home | Open Door | Architectural Digest,2018-11-28T17:01:15.000Z,https://i.ytimg.com/vi/SrlAlMsdr3g/default.jpg,7560471,218893,2232,9583
jMV54EADGZI,Inside Ashley Tisdale's Home | Open Door | Architectural Digest,2018-11-12T17:01:24.000Z,https://i.ytimg.com/vi/jMV54EADGZI/default.jpg,4155974,75330,1197,2422
Fq85Bz5L1fQ,'The Nutcracker and the Four Realms' Sets Explained by the Movie's Set Designer | Notes on a Set,2018-11-06T18:01:17.000Z,https://i.ytimg.com/vi/Fq85Bz5L1fQ/default.jpg,34872,828,16,37
nrhZVMb6yVk,"Hidden Details of The Plaza Hotel, From Lobby to Penthouse | Architectural Digest",2018-10-30T16:01:06.000Z,https://i.ytimg.com/vi/nrhZVMb6yVk/default.jpg,1768543,25495,708,1529
Qb6D2aSS2w0,Inside a $12M NYC Loft with an Entirely Gold Bathroom | On the Market | Architectural Digest,2018-10-17T16:00:50.000Z,https://i.ytimg.com/vi/Qb6D2aSS2w0/default.jpg,1329135,12324,2241,1899
HphRKCxIK_Q,Inside Alessandra Ambrosio's Home | Open Door | Architectural Digest,2018-10-10T16:00:42.000Z,https://i.ytimg.com/vi/HphRKCxIK_Q/default.jpg,5623983,82476,2301,2639
roi5V8ppi7Y,Hidden Details of the New York Public Library | Architectural Digest,2018-09-27T21:24:46.000Z,https://i.ytimg.com/vi/roi5V8ppi7Y/default.jpg,785776,12530,182,535
aTSgJgRnqG0,Inside Jesse Tyler Ferguson's Home | Open Door | Architectural Digest,2018-09-25T16:00:43.000Z,https://i.ytimg.com/vi/aTSgJgRnqG0/default.jpg,2838980,55832,1403,2416
WOv1_ZtD2-I,Alessandra Ambrosio Shares the Most Remarkable Things In Her Home | Architectural Digest,2018-10-09T16:01:27.000Z,https://i.ytimg.com/vi/WOv1_ZtD2-I/default.jpg,294690,3145,168,114
B_uds5wUHeY,How a Painter Uses Her Artwork to Combat Diabetes | Architectural Digest,2018-09-08T09:01:12.000Z,https://i.ytimg.com/vi/B_uds5wUHeY/default.jpg,377155,3746,524,131
y6GJV8Qwbck,Inside Lily Aldridge's Nashville Home | Open Door | Architectural Digest,2018-08-08T12:01:09.000Z,https://i.ytimg.com/vi/y6GJV8Qwbck/default.jpg,2217194,34893,899,1073
MUExoqhDr_E,Expert Guesses Cheap vs. Expensive Bed Sheets | Price Points: Home | Architectural Digest,2018-08-06T16:00:46.000Z,https://i.ytimg.com/vi/MUExoqhDr_E/default.jpg,583126,15452,306,1222
za-ogD7nLi8,Inside Michael Kors' Penthouse Apartment in Greenwich Village | Open Door | Architectural Digest,2018-08-01T12:00:48.000Z,https://i.ytimg.com/vi/za-ogD7nLi8/default.jpg,4806710,46952,2660,3265
jX8hxcCSjog,Inside Wiz Khalifa's $4.6M L.A. Mansion & Recording Studio | Open Door | Architectural Digest,2018-07-16T16:00:53.000Z,https://i.ytimg.com/vi/jX8hxcCSjog/default.jpg,39019542,569328,14912,18531
OiIxePlKZ1A,'The Crown' Sets Explained by the Show's Set Designer | Notes on a Set,2018-06-19T19:55:42.000Z,https://i.ytimg.com/vi/OiIxePlKZ1A/default.jpg,261601,4906,69,101
JvH4PSn4wm0,Inside Mandy Moore's $2.6 Million Mid-century Pasadena Home | Open Door | Architectural Digest,2018-06-21T17:00:32.000Z,https://i.ytimg.com/vi/JvH4PSn4wm0/default.jpg,4706226,73151,1605,2794
_b4XQUE_u8o,Every Detail of Grand Central Terminal Explained | Architectural Digest,2018-06-06T17:59:53.000Z,https://i.ytimg.com/vi/_b4XQUE_u8o/default.jpg,601727,13290,131,542
IvIEZXQruxg,Inside Liev Schreiber’s Renovated NYC Apartment | Open Door | Architectural Digest,2018-06-04T16:03:35.000Z,https://i.ytimg.com/vi/IvIEZXQruxg/default.jpg,2463739,30828,481,1318
mdTv3V4ALzg,Inside Zachary Quinto's $3.2 Million NYC Loft | Open Door | Architectural Digest,2018-05-08T16:02:47.000Z,https://i.ytimg.com/vi/mdTv3V4ALzg/default.jpg,2852183,39969,1448,2424
GOUvZrKiRI8,Inside Tommy Hilfiger’s $50 Million Plaza Hotel Penthouse | Open Door | Architectural Digest,2018-04-25T16:47:02.000Z,https://i.ytimg.com/vi/GOUvZrKiRI8/default.jpg,11685597,112612,6195,8026
TvLGiAbgRc4,Blac Chyna Designs a Dream House That Has a 10-Car Garage and a Money Room | Architectural Digest,2018-04-10T16:00:31.000Z,https://i.ytimg.com/vi/TvLGiAbgRc4/default.jpg,433795,5261,2219,839
RF-Mqs2qC-M,Inside Zedd's $16 Million Mansion That Has a Skittles Machine | Open Door | Architectural Digest,2018-03-29T12:00:59.000Z,https://i.ytimg.com/vi/RF-Mqs2qC-M/default.jpg,40956704,713361,23688,59349
A6Kg4SOPHlk,Jennifer Aniston's Designer Breaks Down Jen's New Home | Celebrity Homes | Architectural Digest,2018-02-15T03:31:16.000Z,https://i.ytimg.com/vi/A6Kg4SOPHlk/default.jpg,2291689,11969,975,357
ATGZ58IRwfE,Inside Nate Berkus and Jeremiah Brent's California Dream House | Open Door | Architectural Digest,2018-02-07T17:00:24.000Z,https://i.ytimg.com/vi/ATGZ58IRwfE/default.jpg,3022196,38116,1375,1685
p6CChp8MrjU,How Architects Can Tell Where Famous Movie Settings Are Really Located | Architectural Digest,2018-01-24T17:00:16.000Z,https://i.ytimg.com/vi/p6CChp8MrjU/default.jpg,390333,7034,309,381
kkWLQwhbnOQ,Inside Alexandre de Betak's Fun NYC Loft That Has a Secret Pole Dancing Room | Architectural Digest,2018-01-17T13:00:06.000Z,https://i.ytimg.com/vi/kkWLQwhbnOQ/default.jpg,175136,1530,48,33
